message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score,processed_text,sentiment_scores,sentiment_compound,sentiment_label
MSG-1616,The quality of Robot Vacuum X has gone downhill. Very disappointed.,complaint,negative,high,0.834,social_media,en,11,11.4,True,3.0,the quality of robot vacuum x have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1617,I need to change the shipping address for my E-Reader Glow order.,request,neutral,medium,0.947,in_app,pt,12,58.8,False,,I need to change the shipping address for my ereader glow order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1618,I want to upgrade my VR Headset Plus to the premium version.,request,neutral,high,0.749,live_chat,en,12,5.7,True,3.0,I want to upgrade my vr headset plus to the premium version,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",0.0772,Positive
MSG-1619,Do you offer a student discount on HomeHub Speaker?,inquiry,neutral,medium,0.774,live_chat,de,9,66.9,True,4.0,do you offer a student discount on homehub speaker,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1620,Terrible customer experience. Waited 51 minutes on hold about my DroneFlyer Mini.,complaint,negative,medium,0.722,email,en,12,25.7,True,3.0,terrible customer experience wait 51 minute on hold about my droneflyer mini,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1621,The Forest Green screen on my PowerBank Titan keeps flickering randomly.,technical_issue,negative,high,0.856,in_app,en,11,55.8,True,3.0,the forest green screen on my powerbank titan keep flicker randomly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1622,I need an invoice for my DroneFlyer Mini purchase of $170.00.,request,neutral,medium,0.959,email,en,11,58.2,True,4.0,I need an invoice for my droneflyer mini purchase of 17000,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1623,The E-Reader Glow microphone doesn't work during GamePass Pro calls.,technical_issue,negative,high,0.817,social_media,en,10,61.6,False,,the ereader glow microphone do not work during gamepass pro call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1624,The quality of FitBand Ultra has gone downhill. Very disappointed.,complaint,negative,high,0.937,phone,en,10,10.4,True,3.0,the quality of fitband ultra have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1625,I ordered a AirBuds Max in Forest Green but received it in the wrong color.,complaint,negative,high,0.818,social_media,pt,15,6.5,True,3.0,I order a airbuds max in forest green but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1626,Been a loyal customer for 8 years. CloudCam 360 quality never disappoints.,feedback_positive,positive,low,0.83,social_media,fr,12,44.7,True,5.0,be a loyal customer for 8 year cloudcam 360 quality never disappoint,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6467}",0.6467,Positive
MSG-1627,I want to upgrade my SmartLock V2 to the premium version.,request,neutral,high,0.888,social_media,en,11,46.4,True,3.0,I want to upgrade my smartlock v2 to the premium version,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive
MSG-1628,What's the return policy for CloudCam 360 purchased 37 days ago?,inquiry,neutral,medium,0.814,phone,en,11,33.8,False,,what s the return policy for cloudcam 360 purchase 37 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1629,Your HomeHub Speaker broke after just 50 days of use. Totally unacceptable.,complaint,negative,medium,0.812,email,es,12,43.6,True,3.0,your homehub speaker break after just 50 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1630,I've contacted support 10 times about my LaptopAir M3 issue with no resolution.,complaint,negative,high,0.873,live_chat,es,13,71.1,False,,I ve contact support 10 time about my laptopair m3 issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1631,Your SecureNet VPN has been down for 14 hours and I can't access my account.,complaint,negative,high,0.788,phone,en,15,12.8,True,1.0,your securenet vpn have be down for 14 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1632,Your SmartHome Hub app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.944,social_media,en,11,6.7,True,5.0,your smarthome hub app make manage my airbuds max so easy,"{'neg': 0.0, 'neu': 0.728, 'pos': 0.272, 'compound': 0.5777}",0.5777,Positive
MSG-1633,The Forest Green HomeHub Speaker looks even better in person. Highly recommend.,feedback_positive,positive,low,0.816,live_chat,fr,12,49.9,True,5.0,the forest green homehub speaker look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6901}",0.6901,Positive
MSG-1634,My Smart Thermostat stopped working after the latest GamePass Pro update.,complaint,negative,high,0.724,social_media,es,11,64.6,True,3.0,my smart thermostat stop work after the late gamepass pro update,"{'neg': 0.14, 'neu': 0.662, 'pos': 0.199, 'compound': 0.2023}",0.2023,Positive
MSG-1635,Your SecureNet VPN team was incredibly helpful with my Smart Thermostat setup.,feedback_positive,positive,low,0.746,phone,pt,12,15.8,True,5.0,your securenet vpn team be incredibly helpful with my smart thermostat setup,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.6997}",0.6997,Positive
MSG-1636,Transfer my StreamMax subscription to a different email address.,request,neutral,medium,0.82,in_app,en,9,26.3,True,4.0,transfer my streammax subscription to a different email address,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1637,The E-Reader Glow app crashes every time I open PhotoCloud.,technical_issue,negative,critical,0.983,phone,de,10,24.2,True,3.0,the ereader glow app crash every time I open photocloud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1638,I want to upgrade my HomeHub Speaker to the premium version.,request,neutral,high,0.91,phone,en,11,67.5,True,3.0,I want to upgrade my homehub speaker to the premium version,"{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.0772}",0.0772,Positive
MSG-1639,Your VR Headset Plus broke after just 60 days of use. Totally unacceptable.,complaint,negative,high,0.747,in_app,de,13,32.0,True,2.0,your vr headset plus break after just 60 day of use totally unacceptable,"{'neg': 0.356, 'neu': 0.644, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1640,Can you escalate my FitBand Ultra complaint to a manager?,request,neutral,medium,0.831,social_media,ar,10,59.1,False,,can you escalate my fitband ultra complaint to a manager,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
MSG-1641,Your DataVault has been down for 19 hours and I can't access my account.,complaint,negative,medium,0.963,live_chat,en,14,29.9,True,1.0,your datavault have be down for 19 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1642,What payment methods do you accept for Robot Vacuum X?,inquiry,neutral,medium,0.983,live_chat,de,10,14.0,False,,what payment method do you accept for robot vacuum x,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",0.3818,Positive
MSG-1643,Terrible customer experience. Waited 47 minutes on hold about my TabletX 12.,complaint,negative,high,0.782,live_chat,fr,12,51.2,True,3.0,terrible customer experience wait 47 minute on hold about my tabletx 12,"{'neg': 0.22, 'neu': 0.78, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1644,Terrible customer experience. Waited 54 minutes on hold about my Smart Thermostat.,complaint,negative,high,0.727,email,en,12,0.9,True,1.0,terrible customer experience wait 54 minute on hold about my smart thermostat,"{'neg': 0.196, 'neu': 0.633, 'pos': 0.171, 'compound': -0.1027}",-0.1027,Negative
MSG-1645,The Portable Monitor microphone doesn't work during TechCare Plus calls.,technical_issue,negative,critical,0.785,social_media,en,10,64.7,True,2.0,the portable monitor microphone do not work during techcare plus call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1646,The Space Gray screen on my E-Reader Glow keeps flickering randomly.,technical_issue,negative,high,0.954,email,pt,11,8.1,True,1.0,the space gray screen on my ereader glow keep flicker randomly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1647,Do you offer a student discount on CloudCam 360?,inquiry,neutral,medium,0.935,email,ar,9,29.8,False,,do you offer a student discount on cloudcam 360,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1648,The VR Headset Plus I received is completely different from what was advertised.,complaint,negative,high,0.964,social_media,en,13,47.5,True,1.0,the vr headset plus I receive be completely different from what be advertise,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1649,Fastest delivery ever! Got my LaptopAir M3 in just 35 days.,feedback_positive,positive,low,0.772,social_media,en,11,2.2,True,4.0,fast delivery ever get my laptopair m3 in just 35 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1650,The Smart Thermostat microphone doesn't work during StreamMax calls.,technical_issue,negative,high,0.779,social_media,en,9,52.4,True,2.0,the smart thermostat microphone do not work during streammax call,"{'neg': 0.0, 'neu': 0.748, 'pos': 0.252, 'compound': 0.4019}",0.4019,Positive
MSG-1651,Been a loyal customer for 46 years. FitBand Ultra quality never disappoints.,feedback_positive,positive,low,0.858,phone,fr,12,28.9,True,5.0,be a loyal customer for 46 year fitband ultra quality never disappoint,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6467}",0.6467,Positive
MSG-1652,The FitBand Ultra exceeded my expectations. Great value for $612.00.,feedback_positive,positive,low,0.837,live_chat,ar,10,32.2,True,5.0,the fitband ultra exceed my expectation great value for 61200,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Positive
MSG-1653,Great customer support experience regarding my AirBuds Max. Issue resolved in 28 minutes.,feedback_positive,positive,low,0.765,email,ar,13,2.5,True,5.0,great customer support experience regard my airbuds max issue resolve in 28 minute,"{'neg': 0.0, 'neu': 0.541, 'pos': 0.459, 'compound': 0.8176}",0.8176,Positive
MSG-1654,The CloudCam 360 overheats when running GamePass Pro for more than 23 minutes.,technical_issue,negative,high,0.934,social_media,fr,13,25.8,True,2.0,the cloudcam 360 overheat when run gamepass pro for more than 23 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1655,Fastest delivery ever! Got my HomeHub Speaker in just 1 days.,feedback_positive,positive,low,0.935,phone,pt,11,64.7,True,4.0,fast delivery ever get my homehub speaker in just 1 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1656,Please send me a replacement DroneFlyer Mini in Silver.,request,neutral,medium,0.875,in_app,en,9,46.6,False,,please send I a replacement droneflyer mini in silver,"{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",0.3182,Positive
MSG-1657,Fastest delivery ever! Got my FitBand Ultra in just 52 days.,feedback_positive,positive,low,0.754,phone,en,11,12.4,True,5.0,fast delivery ever get my fitband ultra in just 52 day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1658,The FitBand Ultra overheats when running GamePass Pro for more than 19 minutes.,technical_issue,negative,high,0.947,social_media,en,13,29.1,True,2.0,the fitband ultra overheat when run gamepass pro for more than 19 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1659,Your LaptopAir M3 broke after just 47 days of use. Totally unacceptable.,complaint,negative,medium,0.87,phone,en,12,22.6,True,3.0,your laptopair m3 break after just 47 day of use totally unacceptable,"{'neg': 0.379, 'neu': 0.621, 'pos': 0.0, 'compound': -0.7264}",-0.7264,Negative
MSG-1660,Been a loyal customer for 40 years. LaptopAir M3 quality never disappoints.,feedback_positive,positive,low,0.748,email,en,12,23.3,True,5.0,be a loyal customer for 40 year laptopair m3 quality never disappoint,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6467}",0.6467,Positive
MSG-1661,How long does shipping take for the AirBuds Max to Mumbai?,inquiry,neutral,low,0.958,email,en,11,3.2,True,4.0,how long do shipping take for the airbuds max to mumbai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1662,I've contacted support 18 times about my PowerBank Titan issue with no resolution.,complaint,negative,high,0.754,phone,en,13,62.1,False,,I ve contact support 18 time about my powerbank titan issue with no resolution,"{'neg': 0.138, 'neu': 0.692, 'pos': 0.17, 'compound': 0.128}",0.128,Positive
MSG-1663,Please refund the $504.00 charged for SmartLock V2 order #46771.,request,neutral,high,0.745,phone,en,10,55.2,True,4.0,please refund the 50400 charge for smartlock v2 order 46771,"{'neg': 0.149, 'neu': 0.661, 'pos': 0.19, 'compound': 0.128}",0.128,Positive
MSG-1664,The Arctic White screen on my VR Headset Plus keeps flickering randomly.,technical_issue,negative,high,0.941,live_chat,ar,12,13.6,True,2.0,the arctic white screen on my vr headset plus keep flicker randomly,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1665,Is Smart Thermostat eligible for the current promotion?,inquiry,neutral,low,0.749,live_chat,de,8,9.5,True,5.0,be smart thermostat eligible for the current promotion,"{'neg': 0.0, 'neu': 0.722, 'pos': 0.278, 'compound': 0.4019}",0.4019,Positive
MSG-1666,Apply the promo code SAVE13 to my SmartLock V2 order.,request,neutral,medium,0.895,social_media,pt,10,10.7,True,3.0,apply the promo code save13 to my smartlock v2 order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1667,Can you tell me if the Portable Monitor is compatible with PhotoCloud?,inquiry,neutral,low,0.792,phone,es,12,66.7,True,4.0,can you tell I if the portable monitor be compatible with photocloud,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1668,Can you escalate my HomeHub Speaker complaint to a manager?,request,neutral,high,0.746,social_media,es,10,46.7,False,,can you escalate my homehub speaker complaint to a manager,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
MSG-1669,Do you offer a student discount on FitBand Ultra?,inquiry,neutral,medium,0.749,in_app,fr,9,3.7,True,3.0,do you offer a student discount on fitband ultra,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1670,What's the return policy for SmartWatch Pro purchased 18 days ago?,inquiry,neutral,low,0.958,social_media,en,11,50.4,False,,what s the return policy for smartwatch pro purchase 18 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1671,Delete my account and all associated DataVault data.,request,neutral,high,0.798,social_media,pt,8,0.3,True,5.0,delete my account and all associate datavault datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1672,Switched to your HomeHub Speaker from a competitor and couldn't be happier.,feedback_positive,positive,low,0.836,email,ar,12,1.6,True,5.0,switch to your homehub speaker from a competitor and could not be happy,"{'neg': 0.217, 'neu': 0.783, 'pos': 0.0, 'compound': -0.4168}",-0.4168,Negative
MSG-1673,I was charged $500.00 twice for the same VR Headset Plus. Fix this immediately.,complaint,negative,medium,0.75,live_chat,ar,14,59.0,True,2.0,I be charge 50000 twice for the same vr headset plus fix this immediately,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1674,The HomeHub Speaker microphone doesn't work during StreamMax calls.,technical_issue,negative,high,0.789,social_media,de,9,35.1,True,3.0,the homehub speaker microphone do not work during streammax call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1675,Your FitTrack AI has been down for 50 hours and I can't access my account.,complaint,negative,high,0.917,social_media,de,15,1.6,False,,your fittrack ai have be down for 50 hour and I can not access my account,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1676,How long does shipping take for the PowerBank Titan to Toronto?,inquiry,neutral,low,0.969,email,en,11,27.3,True,4.0,how long do shipping take for the powerbank titan to toronto,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1677,Bluetooth pairing fails between Portable Monitor and my other devices.,technical_issue,negative,high,0.975,in_app,fr,10,20.0,True,1.0,bluetooth pair fail between portable monitor and my other device,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",-0.4215,Negative
MSG-1678,The E-Reader Glow microphone doesn't work during FitTrack AI calls.,technical_issue,negative,high,0.982,social_media,en,10,36.0,True,3.0,the ereader glow microphone do not work during fittrack ai call,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1679,How do I track my CloudCam 360 order placed 43 days ago?,inquiry,neutral,medium,0.724,email,en,12,3.0,True,3.0,how do I track my cloudcam 360 order place 43 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1680,I ordered a CloudCam 360 in Sunset Orange but received it in the wrong color.,complaint,negative,medium,0.957,live_chat,es,15,56.6,True,1.0,I order a cloudcam 360 in sunset orange but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1681,The E-Reader Glow exceeded my expectations. Great value for $955.00.,feedback_positive,positive,low,0.972,email,ar,10,18.0,True,5.0,the ereader glow exceed my expectation great value for 95500,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Positive
MSG-1682,Delete my account and all associated TechCare Plus data.,request,neutral,medium,0.903,in_app,fr,9,23.3,True,4.0,delete my account and all associate techcare plus datum,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1683,The TabletX 12 exceeded my expectations. Great value for $327.00.,feedback_positive,positive,low,0.77,phone,de,10,56.4,True,5.0,the tabletx 12 exceed my expectation great value for 32700,"{'neg': 0.0, 'neu': 0.552, 'pos': 0.448, 'compound': 0.7579}",0.7579,Positive
MSG-1684,I was charged $972.00 twice for the same SmartLock V2. Fix this immediately.,complaint,negative,medium,0.834,phone,ar,13,29.6,True,3.0,I be charge 97200 twice for the same smartlock v2 fix this immediately,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1685,The quality of AirBuds Max has gone downhill. Very disappointed.,complaint,negative,high,0.888,social_media,en,10,64.8,True,1.0,the quality of airbuds max have go downhill very disappointed,"{'neg': 0.274, 'neu': 0.726, 'pos': 0.0, 'compound': -0.5256}",-0.5256,Negative
MSG-1686,I need to change the shipping address for my TabletX 12 order.,request,neutral,medium,0.793,email,en,12,71.0,True,4.0,I need to change the shipping address for my tabletx 12 order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1687,The Robot Vacuum X app crashes every time I open SmartHome Hub.,technical_issue,negative,high,0.92,in_app,de,12,3.9,True,3.0,the robot vacuum x app crash every time I open smarthome hub,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1688,How do I track my E-Reader Glow order placed 15 days ago?,inquiry,neutral,low,0.938,social_media,en,12,44.9,True,3.0,how do I track my ereader glow order place 15 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1689,I've been waiting 34 days for my HomeHub Speaker and it still hasn't arrived.,complaint,negative,high,0.945,phone,en,14,32.0,True,1.0,I ve be wait 34 day for my homehub speaker and it still have not arrive,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1690,Your StreamMax app makes managing my LaptopAir M3 so easy.,feedback_positive,positive,low,0.753,phone,pt,10,10.6,True,4.0,your streammax app make manage my laptopair m3 so easy,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.5777}",0.5777,Positive
MSG-1691,How long does shipping take for the Robot Vacuum X to Mumbai?,inquiry,neutral,medium,0.798,phone,en,12,7.3,False,,how long do shipping take for the robot vacuum x to mumbai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1692,The Arctic White TabletX 12 looks even better in person. Highly recommend.,feedback_positive,positive,low,0.752,social_media,ar,12,28.1,True,5.0,the arctic white tabletx 12 look even well in person highly recommend,"{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.6901}",0.6901,Positive
MSG-1693,Terrible customer experience. Waited 9 minutes on hold about my LaptopAir M3.,complaint,negative,high,0.855,live_chat,es,12,62.0,True,2.0,terrible customer experience wait 9 minute on hold about my laptopair m3,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4767}",-0.4767,Negative
MSG-1694,The SmartLock V2 overheats when running TechCare Plus for more than 42 minutes.,technical_issue,negative,critical,0.844,in_app,es,13,61.8,True,2.0,the smartlock v2 overheat when run techcare plus for more than 42 minute,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1695,Your PhotoCloud app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.79,in_app,de,10,50.3,True,5.0,your photocloud app make manage my airbuds max so easy,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.5777}",0.5777,Positive
MSG-1696,GPS accuracy on my Robot Vacuum X is off by 3 meters.,technical_issue,negative,high,0.972,email,ar,12,34.4,True,2.0,gps accuracy on my robot vacuum x be off by 3 meter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1697,I was charged $80.00 twice for the same E-Reader Glow. Fix this immediately.,complaint,negative,medium,0.949,email,en,13,5.3,True,3.0,I be charge 8000 twice for the same ereader glow fix this immediately,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1698,I was charged $151.00 twice for the same PowerBank Titan. Fix this immediately.,complaint,negative,high,0.853,live_chat,en,13,48.9,True,2.0,I be charge 15100 twice for the same powerbank titan fix this immediately,"{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negative
MSG-1699,Can I upgrade my MusicStream plan to include Robot Vacuum X?,inquiry,neutral,low,0.729,email,en,11,10.2,True,4.0,can I upgrade my musicstream plan to include robot vacuum x,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1700,Apply the promo code SAVE12 to my SmartLock V2 order.,request,neutral,medium,0.943,live_chat,pt,10,36.1,True,4.0,apply the promo code save12 to my smartlock v2 order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1701,I ordered a TabletX 12 in Arctic White but received it in the wrong color.,complaint,negative,medium,0.855,email,en,15,3.8,True,1.0,I order a tabletx 12 in arctic white but receive it in the wrong color,"{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.631}",-0.631,Negative
MSG-1702,Do you offer a student discount on Portable Monitor?,inquiry,neutral,medium,0.875,email,de,9,61.4,True,5.0,do you offer a student discount on portable monitor,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1703,I'm getting error code E95620 when trying to use SmartLock V2.,technical_issue,negative,high,0.834,email,es,11,14.5,True,2.0,I m get error code e95620 when try to use smartlock v2,"{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negative
MSG-1704,How do I track my Robot Vacuum X order placed 16 days ago?,inquiry,neutral,low,0.985,email,es,13,68.4,True,5.0,how do I track my robot vacuum x order place 16 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1705,Do you offer a student discount on E-Reader Glow?,inquiry,neutral,low,0.849,social_media,fr,9,56.3,True,3.0,do you offer a student discount on ereader glow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1706,I've been waiting 39 days for my Smart Thermostat and it still hasn't arrived.,complaint,negative,high,0.85,email,de,14,27.9,False,,I ve be wait 39 day for my smart thermostat and it still have not arrive,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",0.4019,Positive
MSG-1707,Can I upgrade my SecureNet VPN plan to include E-Reader Glow?,inquiry,neutral,low,0.772,social_media,es,11,31.5,True,4.0,can I upgrade my securenet vpn plan to include ereader glow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1708,What's the return policy for DroneFlyer Mini purchased 27 days ago?,inquiry,neutral,low,0.939,email,en,11,5.6,True,5.0,what s the return policy for droneflyer mini purchase 27 day ago,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1709,Do you offer a student discount on SmartWatch Pro?,inquiry,neutral,low,0.849,in_app,fr,9,8.9,True,3.0,do you offer a student discount on smartwatch pro,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1710,The new FitBand Ultra update is fantastic. Love the improvements.,feedback_positive,positive,low,0.931,social_media,es,10,21.1,True,5.0,the new fitband ultra update be fantastic love the improvement,"{'neg': 0.0, 'neu': 0.409, 'pos': 0.591, 'compound': 0.8779}",0.8779,Positive
MSG-1711,My PowerBank Titan battery drains in 7 hours even in standby mode.,technical_issue,negative,critical,0.796,in_app,ar,12,14.7,True,3.0,my powerbank titan battery drain in 7 hour even in standby mode,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1712,Do you offer a student discount on E-Reader Glow?,inquiry,neutral,low,0.977,phone,ar,9,1.6,True,4.0,do you offer a student discount on ereader glow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
MSG-1713,Great customer support experience regarding my TabletX 12. Issue resolved in 4 minutes.,feedback_positive,positive,low,0.824,email,fr,13,3.3,True,5.0,great customer support experience regard my tabletx 12 issue resolve in 4 minute,"{'neg': 0.0, 'neu': 0.514, 'pos': 0.486, 'compound': 0.8176}",0.8176,Positive
MSG-1714,I need to change the shipping address for my VR Headset Plus order.,request,neutral,medium,0.966,social_media,en,13,54.3,True,4.0,I need to change the shipping address for my vr headset plus order,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
