message_id,text,intent_label,sentiment,urgency_level,classification_confidence,channel,language,word_count,response_time_hours,is_resolved,csat_score
MSG-1651,Been a loyal customer for 46 years. FitBand Ultra quality never disappoints.,feedback_positive,positive,low,0.858,phone,fr,12,28.9,True,5
MSG-1652,The FitBand Ultra exceeded my expectations. Great value for $612.00.,feedback_positive,positive,low,0.837,live_chat,ar,10,32.2,True,5
MSG-1653,Great customer support experience regarding my AirBuds Max. Issue resolved in 28 minutes.,feedback_positive,positive,low,0.765,email,ar,13,2.5,True,5
MSG-1654,The CloudCam 360 overheats when running GamePass Pro for more than 23 minutes.,technical_issue,negative,high,0.934,social_media,fr,13,25.8,True,2
MSG-1655,Fastest delivery ever! Got my HomeHub Speaker in just 1 days.,feedback_positive,positive,low,0.935,phone,pt,11,64.7,True,4
MSG-1656,Please send me a replacement DroneFlyer Mini in Silver.,request,neutral,medium,0.875,in_app,en,9,46.6,False,
MSG-1657,Fastest delivery ever! Got my FitBand Ultra in just 52 days.,feedback_positive,positive,low,0.754,phone,en,11,12.4,True,5
MSG-1658,The FitBand Ultra overheats when running GamePass Pro for more than 19 minutes.,technical_issue,negative,high,0.947,social_media,en,13,29.1,True,2
MSG-1659,Your LaptopAir M3 broke after just 47 days of use. Totally unacceptable.,complaint,negative,medium,0.87,phone,en,12,22.6,True,3
MSG-1660,Been a loyal customer for 40 years. LaptopAir M3 quality never disappoints.,feedback_positive,positive,low,0.748,email,en,12,23.3,True,5
MSG-1661,How long does shipping take for the AirBuds Max to Mumbai?,inquiry,neutral,low,0.958,email,en,11,3.2,True,4
MSG-1662,I've contacted support 18 times about my PowerBank Titan issue with no resolution.,complaint,negative,high,0.754,phone,en,13,62.1,False,
MSG-1663,Please refund the $504.00 charged for SmartLock V2 order #46771.,request,neutral,high,0.745,phone,en,10,55.2,True,4
MSG-1664,The Arctic White screen on my VR Headset Plus keeps flickering randomly.,technical_issue,negative,high,0.941,live_chat,ar,12,13.6,True,2
MSG-1665,Is Smart Thermostat eligible for the current promotion?,inquiry,neutral,low,0.749,live_chat,de,8,9.5,True,5
MSG-1666,Apply the promo code SAVE13 to my SmartLock V2 order.,request,neutral,medium,0.895,social_media,pt,10,10.7,True,3
MSG-1667,Can you tell me if the Portable Monitor is compatible with PhotoCloud?,inquiry,neutral,low,0.792,phone,es,12,66.7,True,4
MSG-1668,Can you escalate my HomeHub Speaker complaint to a manager?,request,neutral,high,0.746,social_media,es,10,46.7,False,
MSG-1669,Do you offer a student discount on FitBand Ultra?,inquiry,neutral,medium,0.749,in_app,fr,9,3.7,True,3
MSG-1670,What's the return policy for SmartWatch Pro purchased 18 days ago?,inquiry,neutral,low,0.958,social_media,en,11,50.4,False,
MSG-1671,Delete my account and all associated DataVault data.,request,neutral,high,0.798,social_media,pt,8,0.3,True,5
MSG-1672,Switched to your HomeHub Speaker from a competitor and couldn't be happier.,feedback_positive,positive,low,0.836,email,ar,12,1.6,True,5
MSG-1673,I was charged $500.00 twice for the same VR Headset Plus. Fix this immediately.,complaint,negative,medium,0.75,live_chat,ar,14,59.0,True,2
MSG-1674,The HomeHub Speaker microphone doesn't work during StreamMax calls.,technical_issue,negative,high,0.789,social_media,de,9,35.1,True,3
MSG-1675,Your FitTrack AI has been down for 50 hours and I can't access my account.,complaint,negative,high,0.917,social_media,de,15,1.6,False,
MSG-1676,How long does shipping take for the PowerBank Titan to Toronto?,inquiry,neutral,low,0.969,email,en,11,27.3,True,4
MSG-1677,Bluetooth pairing fails between Portable Monitor and my other devices.,technical_issue,negative,high,0.975,in_app,fr,10,20.0,True,1
MSG-1678,The E-Reader Glow microphone doesn't work during FitTrack AI calls.,technical_issue,negative,high,0.982,social_media,en,10,36.0,True,3
MSG-1679,How do I track my CloudCam 360 order placed 43 days ago?,inquiry,neutral,medium,0.724,email,en,12,3.0,True,3
MSG-1680,I ordered a CloudCam 360 in Sunset Orange but received it in the wrong color.,complaint,negative,medium,0.957,live_chat,es,15,56.6,True,1
MSG-1681,The E-Reader Glow exceeded my expectations. Great value for $955.00.,feedback_positive,positive,low,0.972,email,ar,10,18.0,True,5
MSG-1682,Delete my account and all associated TechCare Plus data.,request,neutral,medium,0.903,in_app,fr,9,23.3,True,4
MSG-1683,The TabletX 12 exceeded my expectations. Great value for $327.00.,feedback_positive,positive,low,0.77,phone,de,10,56.4,True,5
MSG-1684,I was charged $972.00 twice for the same SmartLock V2. Fix this immediately.,complaint,negative,medium,0.834,phone,ar,13,29.6,True,3
MSG-1685,The quality of AirBuds Max has gone downhill. Very disappointed.,complaint,negative,high,0.888,social_media,en,10,64.8,True,1
MSG-1686,I need to change the shipping address for my TabletX 12 order.,request,neutral,medium,0.793,email,en,12,71.0,True,4
MSG-1687,The Robot Vacuum X app crashes every time I open SmartHome Hub.,technical_issue,negative,high,0.92,in_app,de,12,3.9,True,3
MSG-1688,How do I track my E-Reader Glow order placed 15 days ago?,inquiry,neutral,low,0.938,social_media,en,12,44.9,True,3
MSG-1689,I've been waiting 34 days for my HomeHub Speaker and it still hasn't arrived.,complaint,negative,high,0.945,phone,en,14,32.0,True,1
MSG-1690,Your StreamMax app makes managing my LaptopAir M3 so easy.,feedback_positive,positive,low,0.753,phone,pt,10,10.6,True,4
MSG-1691,How long does shipping take for the Robot Vacuum X to Mumbai?,inquiry,neutral,medium,0.798,phone,en,12,7.3,False,
MSG-1692,The Arctic White TabletX 12 looks even better in person. Highly recommend.,feedback_positive,positive,low,0.752,social_media,ar,12,28.1,True,5
MSG-1693,Terrible customer experience. Waited 9 minutes on hold about my LaptopAir M3.,complaint,negative,high,0.855,live_chat,es,12,62.0,True,2
MSG-1694,The SmartLock V2 overheats when running TechCare Plus for more than 42 minutes.,technical_issue,negative,critical,0.844,in_app,es,13,61.8,True,2
MSG-1695,Your PhotoCloud app makes managing my AirBuds Max so easy.,feedback_positive,positive,low,0.79,in_app,de,10,50.3,True,5
MSG-1696,GPS accuracy on my Robot Vacuum X is off by 3 meters.,technical_issue,negative,high,0.972,email,ar,12,34.4,True,2
MSG-1697,I was charged $80.00 twice for the same E-Reader Glow. Fix this immediately.,complaint,negative,medium,0.949,email,en,13,5.3,True,3
MSG-1698,I was charged $151.00 twice for the same PowerBank Titan. Fix this immediately.,complaint,negative,high,0.853,live_chat,en,13,48.9,True,2
MSG-1699,Can I upgrade my MusicStream plan to include Robot Vacuum X?,inquiry,neutral,low,0.729,email,en,11,10.2,True,4
MSG-1700,Apply the promo code SAVE12 to my SmartLock V2 order.,request,neutral,medium,0.943,live_chat,pt,10,36.1,True,4
MSG-1701,I ordered a TabletX 12 in Arctic White but received it in the wrong color.,complaint,negative,medium,0.855,email,en,15,3.8,True,1
MSG-1702,Do you offer a student discount on Portable Monitor?,inquiry,neutral,medium,0.875,email,de,9,61.4,True,5
MSG-1703,I'm getting error code E95620 when trying to use SmartLock V2.,technical_issue,negative,high,0.834,email,es,11,14.5,True,2
MSG-1704,How do I track my Robot Vacuum X order placed 16 days ago?,inquiry,neutral,low,0.985,email,es,13,68.4,True,5
MSG-1705,Do you offer a student discount on E-Reader Glow?,inquiry,neutral,low,0.849,social_media,fr,9,56.3,True,3
MSG-1706,I've been waiting 39 days for my Smart Thermostat and it still hasn't arrived.,complaint,negative,high,0.85,email,de,14,27.9,False,
MSG-1707,Can I upgrade my SecureNet VPN plan to include E-Reader Glow?,inquiry,neutral,low,0.772,social_media,es,11,31.5,True,4
MSG-1708,What's the return policy for DroneFlyer Mini purchased 27 days ago?,inquiry,neutral,low,0.939,email,en,11,5.6,True,5
MSG-1709,Do you offer a student discount on SmartWatch Pro?,inquiry,neutral,low,0.849,in_app,fr,9,8.9,True,3
MSG-1710,The new FitBand Ultra update is fantastic. Love the improvements.,feedback_positive,positive,low,0.931,social_media,es,10,21.1,True,5
MSG-1711,My PowerBank Titan battery drains in 7 hours even in standby mode.,technical_issue,negative,critical,0.796,in_app,ar,12,14.7,True,3
MSG-1712,Do you offer a student discount on E-Reader Glow?,inquiry,neutral,low,0.977,phone,ar,9,1.6,True,4
MSG-1713,Great customer support experience regarding my TabletX 12. Issue resolved in 4 minutes.,feedback_positive,positive,low,0.824,email,fr,13,3.3,True,5
MSG-1714,I need to change the shipping address for my VR Headset Plus order.,request,neutral,medium,0.966,social_media,en,13,54.3,True,4
MSG-1715,The Forest Green screen on my Smart Thermostat keeps flickering randomly.,technical_issue,negative,high,0.869,email,en,11,68.6,True,3
MSG-1716,Delete my account and all associated GamePass Pro data.,request,neutral,medium,0.965,live_chat,en,9,20.3,True,3
MSG-1717,How do I track my CloudCam 360 order placed 26 days ago?,inquiry,neutral,medium,0.931,social_media,en,12,58.4,True,3
MSG-1718,Great customer support experience regarding my VR Headset Plus. Issue resolved in 55 minutes.,feedback_positive,positive,low,0.846,phone,en,14,69.5,True,5
MSG-1719,The Coral Red screen on my TabletX 12 keeps flickering randomly.,technical_issue,negative,high,0.769,email,ar,11,55.2,True,2
MSG-1720,I need to change the shipping address for my FitBand Ultra order.,request,neutral,medium,0.905,email,en,12,62.0,True,3
MSG-1721,The Space Gray screen on my SmartWatch Pro keeps flickering randomly.,technical_issue,negative,critical,0.783,email,pt,11,7.9,False,
MSG-1722,My AirBuds Max stopped working after the latest DataVault update.,complaint,negative,medium,0.956,email,fr,10,10.4,True,3
MSG-1723,Fastest delivery ever! Got my TabletX 12 in just 19 days.,feedback_positive,positive,low,0.971,email,en,11,65.7,True,4
MSG-1724,Terrible customer experience. Waited 46 minutes on hold about my FitBand Ultra.,complaint,negative,high,0.822,social_media,en,12,42.0,True,3
MSG-1725,Your Portable Monitor broke after just 33 days of use. Totally unacceptable.,complaint,negative,high,0.936,email,de,12,43.8,False,
MSG-1726,The Space Gray FitBand Ultra looks even better in person. Highly recommend.,feedback_positive,positive,low,0.805,live_chat,ar,12,70.0,True,5
MSG-1727,Delete my account and all associated TechCare Plus data.,request,neutral,medium,0.782,phone,pt,9,56.6,True,4
MSG-1728,The Coral Red screen on my Smart Thermostat keeps flickering randomly.,technical_issue,negative,high,0.752,social_media,es,11,29.5,True,3
MSG-1729,Can you escalate my Portable Monitor complaint to a manager?,request,neutral,high,0.921,in_app,ar,10,9.2,True,5
MSG-1730,I was charged $557.00 twice for the same AirBuds Max. Fix this immediately.,complaint,negative,medium,0.908,live_chat,fr,13,17.5,True,1
MSG-1731,Fastest delivery ever! Got my DroneFlyer Mini in just 7 days.,feedback_positive,positive,low,0.966,social_media,ar,11,45.5,True,5
MSG-1732,Been a loyal customer for 47 years. E-Reader Glow quality never disappoints.,feedback_positive,positive,low,0.88,live_chat,en,12,26.7,True,5
MSG-1733,I want to upgrade my LaptopAir M3 to the premium version.,request,neutral,medium,0.812,social_media,ar,11,40.7,False,
MSG-1734,Fastest delivery ever! Got my TabletX 12 in just 10 days.,feedback_positive,positive,low,0.957,social_media,pt,11,22.7,True,5
MSG-1735,The AirBuds Max exceeded my expectations. Great value for $464.00.,feedback_positive,positive,low,0.923,social_media,pt,10,66.6,True,5
MSG-1736,What's the return policy for FitBand Ultra purchased 49 days ago?,inquiry,neutral,low,0.936,in_app,de,11,0.6,True,4
MSG-1737,Do you offer a student discount on DroneFlyer Mini?,inquiry,neutral,low,0.96,email,ar,9,35.6,True,4
MSG-1738,Your TechCare Plus team was incredibly helpful with my PowerBank Titan setup.,feedback_positive,positive,low,0.842,social_media,en,12,53.0,True,4
MSG-1739,Absolutely love my new TabletX 12! Best purchase I've made in 21 months.,feedback_positive,positive,low,0.786,email,en,13,42.3,True,5
MSG-1740,Do you offer a student discount on LaptopAir M3?,inquiry,neutral,low,0.977,live_chat,en,9,61.7,True,3
MSG-1741,Please refund the $742.00 charged for LaptopAir M3 order #15087.,request,neutral,high,0.823,social_media,pt,10,42.1,True,5
MSG-1742,Can't connect my Portable Monitor to WiFi after the latest firmware update.,technical_issue,negative,critical,0.816,phone,pt,12,34.7,True,2
MSG-1743,I've contacted support 16 times about my TabletX 12 issue with no resolution.,complaint,negative,high,0.898,phone,es,13,25.1,False,
MSG-1744,What's the warranty period for the Robot Vacuum X?,inquiry,neutral,medium,0.778,social_media,de,9,61.3,False,
MSG-1745,My Smart Thermostat stopped working after the latest FitTrack AI update.,complaint,negative,medium,0.79,phone,fr,11,4.0,False,
MSG-1746,What payment methods do you accept for VR Headset Plus?,inquiry,neutral,low,0.93,in_app,en,10,8.0,True,4
MSG-1747,The SmartWatch Pro microphone doesn't work during CloudSync calls.,technical_issue,negative,critical,0.86,email,en,9,26.1,True,2
MSG-1748,The Robot Vacuum X overheats when running DataVault for more than 52 minutes.,technical_issue,negative,high,0.918,live_chat,de,13,67.7,True,1
MSG-1749,The SmartLock V2 app crashes every time I open SecureNet VPN.,technical_issue,negative,high,0.729,live_chat,en,11,54.0,False,
MSG-1750,I need to change the shipping address for my Robot Vacuum X order.,request,neutral,medium,0.883,email,de,13,11.0,False,
MSG-1751,Is Robot Vacuum X eligible for the current promotion?,inquiry,neutral,medium,0.747,phone,en,9,69.8,False,
MSG-1752,Please send me a replacement TabletX 12 in Rose Gold.,request,neutral,high,0.786,in_app,de,10,1.3,False,
MSG-1753,I want to upgrade my Smart Thermostat to the premium version.,request,neutral,high,0.82,live_chat,ar,11,40.6,True,4
MSG-1754,What's the return policy for AirBuds Max purchased 14 days ago?,inquiry,neutral,low,0.829,email,en,11,60.4,True,3
MSG-1755,Please send me a replacement TabletX 12 in Forest Green.,request,neutral,medium,0.83,in_app,pt,10,0.5,True,5
MSG-1756,Bluetooth pairing fails between PowerBank Titan and my other devices.,technical_issue,negative,critical,0.835,email,en,10,5.7,True,1
MSG-1757,How do I track my E-Reader Glow order placed 13 days ago?,inquiry,neutral,medium,0.889,phone,en,12,37.8,True,5
MSG-1758,I'd like to cancel my TechCare Plus subscription effective immediately.,request,neutral,high,0.872,in_app,es,10,12.0,True,4
MSG-1759,GamePass Pro integration with SmartLock V2 stopped working yesterday.,technical_issue,negative,critical,0.862,live_chat,en,9,59.7,True,2
MSG-1760,I need to change the shipping address for my HomeHub Speaker order.,request,neutral,medium,0.844,email,de,12,6.9,False,
MSG-1761,Can't connect my AirBuds Max to WiFi after the latest firmware update.,technical_issue,negative,high,0.797,live_chat,en,12,65.6,False,
MSG-1762,My PowerBank Titan battery drains in 60 hours even in standby mode.,technical_issue,negative,critical,0.88,live_chat,en,12,7.5,True,2
MSG-1763,Do you offer a student discount on DroneFlyer Mini?,inquiry,neutral,medium,0.928,social_media,pt,9,42.7,True,5
MSG-1764,How long does shipping take for the SmartWatch Pro to Riyadh?,inquiry,neutral,low,0.956,live_chat,ar,11,23.3,True,4
MSG-1765,Bluetooth pairing fails between TabletX 12 and my other devices.,technical_issue,negative,critical,0.929,phone,fr,10,50.9,True,2
MSG-1766,TechCare Plus integration with SmartLock V2 stopped working yesterday.,technical_issue,negative,high,0.871,live_chat,fr,9,35.3,True,1
MSG-1767,The VR Headset Plus overheats when running FitTrack AI for more than 2 minutes.,technical_issue,negative,critical,0.778,social_media,fr,14,40.3,True,3
MSG-1768,The Portable Monitor exceeded my expectations. Great value for $384.00.,feedback_positive,positive,low,0.809,in_app,en,10,65.6,True,5
MSG-1769,I'm getting error code E62205 when trying to use DroneFlyer Mini.,technical_issue,negative,high,0.889,social_media,en,11,69.9,True,3
MSG-1770,Bluetooth pairing fails between LaptopAir M3 and my other devices.,technical_issue,negative,high,0.885,social_media,en,10,51.4,True,2
MSG-1771,The quality of Robot Vacuum X has gone downhill. Very disappointed.,complaint,negative,high,0.986,in_app,en,11,14.1,True,2
MSG-1772,The Portable Monitor exceeded my expectations. Great value for $29.00.,feedback_positive,positive,low,0.772,email,en,10,54.8,True,5
MSG-1773,Your PhotoCloud team was incredibly helpful with my HomeHub Speaker setup.,feedback_positive,positive,low,0.804,live_chat,en,11,40.4,True,4
MSG-1774,Been a loyal customer for 60 years. DroneFlyer Mini quality never disappoints.,feedback_positive,positive,low,0.77,live_chat,en,12,42.6,True,4
MSG-1775,Can you tell me if the FitBand Ultra is compatible with FitTrack AI?,inquiry,neutral,low,0.804,live_chat,en,13,27.4,True,4
MSG-1776,The DroneFlyer Mini exceeded my expectations. Great value for $870.00.,feedback_positive,positive,low,0.79,live_chat,en,10,31.7,True,4
MSG-1777,I want to upgrade my DroneFlyer Mini to the premium version.,request,neutral,medium,0.976,live_chat,en,11,42.2,True,4
MSG-1778,I want to upgrade my VR Headset Plus to the premium version.,request,neutral,medium,0.859,social_media,en,12,15.3,True,5
MSG-1779,Absolutely love my new Portable Monitor! Best purchase I've made in 43 months.,feedback_positive,positive,low,0.807,phone,pt,13,40.6,True,4
MSG-1780,Your FitTrack AI team was incredibly helpful with my VR Headset Plus setup.,feedback_positive,positive,low,0.967,email,en,13,22.1,True,5
MSG-1781,Can't connect my Smart Thermostat to WiFi after the latest firmware update.,technical_issue,negative,critical,0.848,phone,fr,12,17.6,True,3
MSG-1782,Been a loyal customer for 3 years. VR Headset Plus quality never disappoints.,feedback_positive,positive,low,0.929,phone,fr,13,68.7,True,5
MSG-1783,I'm getting error code E78692 when trying to use HomeHub Speaker.,technical_issue,negative,high,0.755,in_app,en,11,24.1,True,1
MSG-1784,The Smart Thermostat exceeded my expectations. Great value for $184.00.,feedback_positive,positive,low,0.958,live_chat,en,10,21.8,True,4
MSG-1785,Is the Robot Vacuum X available in Sunset Orange?,inquiry,neutral,low,0.721,in_app,es,9,11.6,True,5
MSG-1786,The E-Reader Glow overheats when running DataVault for more than 43 minutes.,technical_issue,negative,high,0.806,phone,en,12,67.3,False,
MSG-1787,The Coral Red Robot Vacuum X looks even better in person. Highly recommend.,feedback_positive,positive,low,0.78,in_app,en,13,43.9,True,5
MSG-1788,Fastest delivery ever! Got my PowerBank Titan in just 40 days.,feedback_positive,positive,low,0.855,live_chat,en,11,3.3,True,5
MSG-1789,Please refund the $169.00 charged for PowerBank Titan order #50775.,request,neutral,high,0.79,phone,en,10,68.8,True,4
MSG-1790,Transfer my TechCare Plus subscription to a different email address.,request,neutral,medium,0.937,email,fr,10,1.0,True,4
MSG-1791,The TabletX 12 microphone doesn't work during PhotoCloud calls.,technical_issue,negative,high,0.79,social_media,fr,9,45.7,False,
MSG-1792,PhotoCloud integration with Smart Thermostat stopped working yesterday.,technical_issue,negative,high,0.925,phone,de,8,62.7,True,2
MSG-1793,Your GamePass Pro has been down for 13 hours and I can't access my account.,complaint,negative,medium,0.796,email,ar,15,8.8,False,
MSG-1794,I want to upgrade my SmartWatch Pro to the premium version.,request,neutral,high,0.792,email,de,11,21.2,False,
MSG-1795,I ordered a PowerBank Titan in Midnight Black but received it in the wrong color.,complaint,negative,high,0.767,phone,en,15,38.6,True,2
MSG-1796,Delete my account and all associated SmartHome Hub data.,request,neutral,medium,0.844,in_app,pt,9,5.6,True,3
MSG-1797,Is E-Reader Glow eligible for the current promotion?,inquiry,neutral,low,0.828,social_media,fr,8,13.3,True,3
MSG-1798,Please refund the $325.00 charged for Smart Thermostat order #77376.,request,neutral,medium,0.821,live_chat,en,10,34.1,False,
MSG-1799,The CloudCam 360 exceeded my expectations. Great value for $423.00.,feedback_positive,positive,low,0.83,social_media,en,10,1.4,True,5
